text,text_clean,sentimen,emosi,created_at,uid,uniqueId,videoWebUrl,cid,avatarThumbnail
dih,dih,netral,netral,2025-01-08 09:21:05+00:00,7230273444235314178,diazevpam,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457472199273349906,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/45f2841217ebbef93c54d83bb6d58f26~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=89d1d6b9&x-expires=1746176400&x-signature=VL3zvUV8dk2lbALyYfC3ilwi4U4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
Main boleh bagus jadi coach belum tentu,main boleh bagus coach belum tentu,positif,terkejut,2025-01-08 09:35:52+00:00,6725900500291716098,aditoya02,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457476020426670856,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/1cee10b8c28ca1945a4d5fdfd97ed483~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e5adda02&x-expires=1746176400&x-signature=jzvg5%2BU1SVY1JuJMMk1wKaiN5rY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva
"wes ora minat blas, tak dungakno Indonesia di era kegelapan maneh",wes ora minat blas tak dungakno indonesia era gelap maneh,netral,terkejut,2025-01-08 21:42:54+00:00,6925373496743199745,_fini.nurul.azizah_,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457663310084915973,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e9029eb844700cdbc486b40acc6c9509~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=5b3da77c&x-expires=1746172800&x-signature=l43Ady%2BxHSfTlP1DNbUFwHX13a8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
kalo jelek awas aja 😏,jelek awas,negatif,netral,2025-01-08 10:29:53+00:00,6925678184122303490,racun_tiktokkaumhawa,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457489941103280904,https://p19-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/af6d80e826111d18554b003aab26f742~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=324678bd&x-expires=1746176400&x-signature=LnWGowgFirqkHO61w73aGMEc8cE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
patric star itam luu,patric star itam luu,netral,netral,2025-01-09 13:03:44+00:00,6995902773938242561,telur_gulung253,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457900644532962049,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/90f76caf5b022a7bf938fb5bfb754e24~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=715dc089&x-expires=1746172800&x-signature=azweW%2FtBt49l%2BWpr1e3ZH168ruc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
kita liat nanti sebagus itu kah💀,liat nanti bagus kah,positif,netral,2025-01-08 09:00:00+00:00,7028234525836002305,kipo_38,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457466767414362888,https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/fdb7dff4799bc551cdddf1ae9f485446~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b3a30ed1&x-expires=1746172800&x-signature=TjhucTryWVJe6WUI5RvdTTePL3M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
@lagi nganterin nenek balapan: @lagi nganterin nenek balapan: @ lagi nganterin nenek balapan: kenapa?? mau adu argumen? kalau kluivert lebih bagus ?gua jabanin!!,lagi nganterin nenek balap lagi nganterin nenek balap lagi nganterin nenek balap kenapa mau adu argumen kluivert bagus jabanin,positif,netral,2025-01-10 16:15:50+00:00,6994783154750718977,only.rey1431,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7458321251166208775,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/0d55362014bd2537322d52003ac327e2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cfe99f32&x-expires=1746172800&x-signature=1Kd%2FPfckmPcgl596SIiNbBmj1gU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
"welcom,era kegelapan😂",welcomera gelap,netral,netral,2025-01-08 13:06:39+00:00,7195919525605983233,muhmmdwldn,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457530344909521672,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/43517d50b8cd34124cef365a390b1638~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=bdb71293&x-expires=1746172800&x-signature=%2FLzNzHp%2BYFMAqCtYPXLF45I4cJo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
"Ternak sty sedihhh
ternak sty sedihhh banget 😂",ternak sty sedihhh ternak sty sedihhh,netral,sedih,2025-01-12 02:34:38+00:00,7229527070513792006,pencintatimnasbukansty,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7458851732996834055,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7229527183566307333~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=28c8328d&x-expires=1746172800&x-signature=PiWT%2B7JSQ7PdFXaEWkirG24OgBo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
welcome back era kegelapan,welcome back era gelap,positif,netral,2025-01-08 09:02:11+00:00,7272287755170104327,anjayhwaspm,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457467302302286600,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/87c630c3b11690ef50d40c6e735a52d6~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=bfd0f548&x-expires=1746176400&x-signature=XhaE1LO5mPT7jpW%2Fmh7vZI02SyQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva
ini video ngedatangin pelatih apa pemain sih cok,video ngedatangin latih main cok,netral,netral,2025-01-08 15:05:13+00:00,6960158039911597061,inisial_rap225,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457560887983063826,https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/243f2dfb8bfed9ae322527cd38f35158~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bedb6850&x-expires=1746172800&x-signature=jrWCd6AeJhqisa7zKG9q%2F4u9wgE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
siapapun pelatihnya aku ttap dukung timnas🥰,siapa latih ttap dukung timnas,netral,netral,2025-01-08 11:19:05+00:00,7281671858838684678,gita19967,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457502573114884882,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/377888ebf6941c03c7ebe8c0bba5f8ea~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=846658f6&x-expires=1746176400&x-signature=BFdE4b9kNrLJMhKdIgetdeGE4H8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
@yaiya dahlah nangis lip nangis lagi kauu😭,yaiya dah nang lip nang lagi kauu,netral,netral,2025-01-08 10:12:41+00:00,7266024085175813125,the_ourhcnn,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457485453668713232,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/9488cc98508423256f70aa54319c07d7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4fba1623&x-expires=1746176400&x-signature=xHkb5LkT8Noyg%2FNrEo6zG3vcwhU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
"gua sebagai netizen
pengen nya lolos pildun,masuk final piala asia😁",netizen ken lolos pildunmasuk final piala asia,netral,netral,2025-01-08 08:30:58+00:00,7350356537062278150,buociel,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457459163253064454,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7361860947374178309~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=db181942&x-expires=1746172800&x-signature=4ADN7A1XOaimarMFUQCuz%2F%2FDjlQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
cuih,cuih,netral,netral,2025-01-11 08:03:49+00:00,7071845107213992986,scuderienatt,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7458565509131813633,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/7700f77e78c6d3edfe83678555ca1abe~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=71f5a775&x-expires=1746172800&x-signature=hqXbhqRmJZgG95cK%2B00EfHiWWMQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
😁,,netral,netral,2025-01-10 12:04:17+00:00,6561208869506449409,pram_zaj,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7458256370539889416,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7327747935603523586~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=609d2194&x-expires=1746172800&x-signature=aY05p8R904YKu15zwxSl%2FTubhgU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
"Kita butuh pelatih, bukan pemain",butuh latih bukan main,netral,netral,2025-01-08 11:47:38+00:00,6746143481695454210,syahrilll66,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457509959560479505,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/de7f74be2190716420e96a738ab15c79~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cccdd80a&x-expires=1746176400&x-signature=OgATbOgYVrkn9JrpYLNBp6UMxcc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
yg penting liat gaya pelatihnya dan takticalnya baru bisa kita menilai,penting liat gaya latih takticalnya baru nilai,netral,netral,2025-02-19 11:32:13+00:00,7473089876566770705,wahyudi_pratama25,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7473091548201894676,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=7ef0dd66&x-expires=1746172800&x-signature=EwO6NT3tGYLue5UjuK0Bl61pm30%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
"nah gini dong jelas🔥... biar lebih langsung masuk taktiknya, gaperlu translate2 lagi ahaha... see yoo soon timnas🔥 osaka is calling🙏🏻",nah gin jelas langsung masuk taktik gaperlu translate lagi ahaha see yoo soon timnas osaka is calling,netral,terkejut,2025-01-10 04:08:43+00:00,7200235473272538114,tookyoo18,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7458133851418116882,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/7388439298116157448~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b7576004&x-expires=1746172800&x-signature=LA49dEqLo5N93EIPLOOUMbmr2WY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
petrikOut,petrikout,netral,netral,2025-01-08 09:12:55+00:00,6830650389681325057,ervan_ir,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457470067661488914,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/caeeb2c7b9bfd06b3bd75e718ebbe95b~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=6e9fbe04&x-expires=1746176400&x-signature=qJDVlO5HSzApFmlJqisd7C3unmA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
otw Turun dah peringkat🗿🗿,otw turun peringkat,netral,netral,2025-01-08 13:54:06+00:00,6997262345853961242,aldi20124,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457542576724312839,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/093ca279d240a03d51233a6627c24478~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=76c5b4fe&x-expires=1746172800&x-signature=k3btPDId%2FruhrBqePeaVdLo5fN4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
Welcome pak pat 🥰,welcome pak pat,positif,netral,2025-01-10 13:26:26+00:00,7350098601472197634,emi.susiyanti5,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7458277593050432274,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7350132389537906693~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6dffff82&x-expires=1746172800&x-signature=gcPHv7jc2GJXzrgDyJ2GJlOdrsA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva
"😆👍 mantap, STY out 😜",mantap sty out,netral,netral,2025-01-08 09:49:39+00:00,7106732875462247450,rf.forever1,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457479531559830279,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ef6f45bf58b0ab77cf9d975f61919be4~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=3fec716a&x-expires=1746172800&x-signature=ImD0gb334fEtlOY8%2FzzoikL41ME%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
najis tarik lagi sin teyong,najis tarik lagi sin teyong,netral,netral,2025-01-08 15:06:05+00:00,7414054197085668358,lheevsungg,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457561105431986962,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/dd376d6fab24880df3c36ea5f7ce4420~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e4a7e366&x-expires=1746172800&x-signature=7b%2FeyGJaNuPjAOZJ9uBEuuobPmg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
"Aussi bahrain china wajib menang,gk ad kata proses,dipikir telur mau proses jadi ayam",aussi bahrain china wajib menanggk ad kata prosesdipikir telur mau proses ayam,netral,netral,2025-01-08 10:09:10+00:00,6787299688879768578,yaniibrahim14,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457484576207946514,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a4c01674f712e9443307b0a4b2496525~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=66840ba8&x-expires=1746176400&x-signature=0aE5bWTLmW8LN00LactU69C5vXA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva
siapa yg setuju petrik kluivert di ganti sty,tuju trik kluivert ganti sty,netral,netral,2025-03-20 12:31:00+00:00,7263915545321030661,muhamad.rapi.raden,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7483868189412672264,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/5150c74a4e2f6e862e6c6250cae7e6bb~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0be5cba4&x-expires=1746172800&x-signature=l4Uv2fWVlAhg3AE5GwbAvdRIqN8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
Wkwk fomo,wkwk fomo,negatif,netral,2025-01-12 05:35:14+00:00,6854406913606550529,whyndre,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7458898240382010117,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/079921bc43de27385cd26e34701253d5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b1c19d48&x-expires=1746172800&x-signature=aU42GVTTUBUbl33OEMGxCG9VeJ8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
plis Indonesia jngn coret Rafael gua gk bisa tidur,plis indonesia jngn coret rafael tidur,netral,netral,2025-04-28 09:31:34+00:00,7391743922818909190,alpa7574,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7498294229141144327,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/f9c2767dbf94a98bd3e1ea35c598ee8f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b3515d42&x-expires=1746172800&x-signature=DmPd8ZKNpvZWNxV%2BVHCZKI%2B4%2Bd8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
kangen bgt sm sty (Shin Tae Yong)🥺,kangen bgt sm sty shin tae yong,netral,netral,2025-01-08 13:14:19+00:00,6984319910450054146,cindyaryani14,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457532298260513554,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3d6c3fee276325a626e375ce65dfdfd6~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=80ef119c&x-expires=1746176400&x-signature=AJuOkwPkSsTczR1XTcPc5%2BOA7KY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva
🥰,,netral,netral,2025-03-21 23:28:46+00:00,7185886474976642050,sukanyakamu_24,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7484408648011399957,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/eee3a0dbcd60b02ef91ef7cdb6333965~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=38e4cc57&x-expires=1746172800&x-signature=N3N4abRepBcKSwvH9JNuAVpNITI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
paan sih jawa😜,paan jawa,netral,netral,2025-01-08 09:58:46+00:00,6740523858535269378,usernotfound7_3,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457481828116579078,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/315b5b266de0e63866265aaf650c92c1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e0037807&x-expires=1746172800&x-signature=HsfFVCrBIgaeoXcHFmHoTXRUIMc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
#kluivertout,kluivertout,netral,netral,2025-01-08 09:54:58+00:00,6827628138332947458,cintakamunanyaa,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457480873463399176,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/ecebd5dbf9f98d214afb60567b88c4e5~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=071e2e59&x-expires=1746176400&x-signature=cdOdtEgHCv%2FkP%2FVtQFnBmabJ%2B7A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
botak judol,botak judol,netral,netral,2025-01-09 00:57:17+00:00,7090101143448241153,yusuf.abdi.mukti,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457713382889571078,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/4db7e24b93026e784ca3ad7ac44bb51a~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=de284716&x-expires=1746172800&x-signature=dJm8m4mP%2FMUBMquvOFEgqny9B40%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
kacang lupa kulit wkwkwkwkwkwkwkkwkwkwwkwkwk,kacang lupa kulit wkwkwkwkwkwkwkkwkwkwwkwkwk,netral,netral,2025-01-08 12:10:13+00:00,7347312952980833286,ultramannn32,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457515779157656328,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/37819538fba16218718834491fc49428~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b1bfb474&x-expires=1746176400&x-signature=vxH35GGUwdBC2wnKfw939eFY7jk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
#Kluivert out,kluivert out,negatif,netral,2025-01-08 10:46:58+00:00,7024263714132984834,palu.80,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457476538817594113,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/eb2db57400a12433b3408ea36c6a2e2c~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=e39d43cc&x-expires=1746176400&x-signature=kJpJKg4XXWPm%2B3SQkZQvfbDI0zw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
sepemikiran kita bang,pikir bang,netral,netral,2025-01-08 14:01:45+00:00,6995846624933217285,kamiluddin205,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457544531317474066,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/4ef9e836184dcf2acf86d243ba514b07~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=450ba134&x-expires=1746172800&x-signature=IvuoDuR5cNPxigUA5DSF7%2BJ3iLs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
lu gak liat Menang 1-0 fomo😹,liat menang fomo,netral,netral,2025-04-20 04:42:18+00:00,7437470825623110673,egyp258,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7495251019498210066,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/0520aa5235adf6a046b85a814c46372c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=61361081&x-expires=1746172800&x-signature=3Bb7bNikzJxw%2BdTPbmfCZSzMcc0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva
min van dijk kan punya darah Indonesia,van dijk darah indonesia,netral,netral,2025-02-17 07:49:22+00:00,7254207489234289666,galang_alx,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7472291810590081847,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/1831a11d4973d6ebd28b3a68ce1793e3~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=0165312e&x-expires=1746172800&x-signature=8Jx7Ekh01q0IgV%2F9MlRe%2B%2BxDlaE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
sty terbaik 😭,sty baik,netral,netral,2025-01-09 08:57:42+00:00,7047007027966018587,reulaansari2_,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457837244264350482,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/7791bfe0afaaf27b6db457065aa7dabd~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=61d66d73&x-expires=1746172800&x-signature=v%2F5raBrBiagNffA5omTt7cjxa94%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
nggk bisa ber-word² ini mh sumpah 😭💔,nggk berword mh sumpah,negatif,netral,2025-01-09 02:06:56+00:00,6847776939241341954,zulfinabila13,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457731322624639752,https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/b4fbd2d77408516638ca7d281220a571~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3600a02c&x-expires=1746172800&x-signature=GIdTtLvQQWJWI4RV%2FuMQXy9WWuo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
yah jadi kurang bersemangat nih 😶,yah kurang semangat,positif,netral,2025-01-08 08:56:21+00:00,6559992919331438593,alikamisky,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457444470264431365,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/83c27dd2c1cb7eba4299283e15957281~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=ca78ff8b&x-expires=1746176400&x-signature=uZKP4WH7Y5A6E8S9S7pFTmviy4c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
faktanya indo punya 1 ucl😂,fakta indo ucl,netral,netral,2025-01-09 12:36:52+00:00,7257887303301055493,pinnganormal,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457893727542444807,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/c511cc8de7d50b62813274642dae5ccc~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=104bc0c5&x-expires=1746172800&x-signature=2%2FaJABdMiDiPt%2BfSUeg6Ds%2BdyoA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
odgj fomo,odgj fomo,negatif,netral,2025-01-09 11:23:20+00:00,6961751240473691141,nunggisurya,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457874800233464594,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/8e2f940166409ed0925da0f0f7f42501~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4c6792c2&x-expires=1746172800&x-signature=bqXlvJLsffdfpThOie7ytb1n3Is%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
🥰🥰🥰,,netral,netral,2025-02-03 15:24:31+00:00,7076390249974694914,poworenjes_merah,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7467214023450723079,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/6f7749350ef42505d2de66e2231f5a35~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2fb6dba3&x-expires=1746172800&x-signature=cHQJVGzt0s3F%2Bkht%2FudZXMye7rY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
"udahlah, bubur sudah jadi nasi, sekarang tinggal support timnas biar ke piala dunia",udahlah bubur nasi sekarang tinggal support timnas piala dunia,positif,netral,2025-01-08 19:49:14+00:00,7190626625183433730,setywan.est,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457634037458109190,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/685413747ad8ccd8b829a67e1efd3776~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=72c6bf80&x-expires=1746172800&x-signature=9ZHx8qPtvQDaGble7hvg9%2FQizTA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
mending sty dah,mending sty,negatif,netral,2025-01-08 11:24:22+00:00,7225810035816072210,bieng_teing,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7457503903094948614,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/47884db13526b6c0ab838fd0aef8c618~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=953fbe1c&x-expires=1746176400&x-signature=kPtcK5aO1yYAN%2B6WZmW3Qtb9qjs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a
sty,sty,netral,netral,2025-03-22 00:07:13+00:00,6769165848511808514,stzzzasssszz,https://www.tiktok.com/@timnasindonesia/video/7457458087847398662,7484418637596918535,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/a040ba704a6864bba101a2a682933cdb~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4677e030&x-expires=1746172800&x-signature=21RbWJaWnt5j7TZLVsRQqw5kl6U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
